Frame,R_00,R_01,R_02,R_10,R_11,R_12,R_20,R_21,R_22,Hip_x,Hip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,Neck_x,Neck_y,LUpperArm_x,LUpperArm_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RUpperArm_x,RUpperArm_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y
10,0.907547619036086,-0.419949186428468,0.000000000000000,0.140036294183785,0.302630912196752,0.942764216171909,0.395913065575265,0.855603419699238,-0.333460091623819,0.000000000000000,-0.000000000000118,-33.200536334199143,1.370140357789246,5.905634627286233,66.974610388067333,26.176238125299914,-54.881205791099639,32.631166708458707,-1.346641722501537,73.413420525409251,81.974220296769502,65.805206131269628,-36.601012709647094,1.744465022899954,124.378619436825389,33.598398396291870,113.309422941174361,29.868191335739404,68.148710092265276,36.216366214461388,7.104451322489565,-33.816294139860602,111.418018181492840,-70.196751059583917,55.243424264894742,-68.975593571265335,-8.674380071390580
11,0.904258805795262,-0.426984791464201,0.000000000000000,0.140751066478521,0.298079448806194,0.944106868677776,0.403119274442300,0.853716949613669,-0.329639531178294,0.000000000000000,0.000000000000000,-31.060656434999011,-1.435170156214208,-2.052156832196889,-28.856086797098229,45.300813814221264,-59.603050381199154,30.122599895415487,1.391822763233077,126.653408461015587,15.489181297211752,26.529024056644168,-62.146459261030209,16.310787407243989,116.010983565197847,47.767032368606060,106.460786050453535,59.407876048211357,39.443543489175745,99.464753076566140,46.709222241305248,-19.224945618373710,94.890121913682833,-42.440487040158480,21.304524918495574,-7.107684242731842,10.814165751715311
12,-0.937443184503079,0.348138299859017,0.000000000000000,-0.090962815563422,-0.244938495786511,0.965262088485100,-0.336044702403567,-0.904878366109564,-0.261283563458140,0.000000000000000,-0.000000000000048,26.366604002110350,9.311864703126181,-17.097713714265414,59.803901570936176,-24.331296563959956,15.232934132598983,-26.216589063455910,-9.258881449371213,-58.159650109068345,49.239705647788149,9.684234896320696,-11.010650780674441,-1.947561072337084,99.196365667683779,-32.829905855624396,90.551958912559343,-47.473457273862671,40.005139796138081,-40.509008090032715,-15.025364394327482,25.621578399418684,82.330564476627657,53.167035724530088,29.541428642197257,67.755564452229748,-21.337127989767051
13,-0.933519895527634,0.358525598324688,0.000000000000000,-0.095709283724226,-0.249205415068717,0.963709704272726,-0.345514598335687,-0.899642182451642,-0.266952441252325,-0.000000000000048,0.000000000000000,26.621074629055677,4.909402984913140,0.508622017962251,78.682557887996325,-34.948265253713252,-5.429125265820330,-26.908596992369169,-4.962427872574909,-61.572492348746167,73.895624334258798,-18.738505251244376,16.861876952074354,-1.449704725350929,95.461940369268106,-28.203694360536197,80.522619607748226,-33.236805690074959,27.220617384055569,-38.876612696800045,-25.496552070380453,28.017944273341786,85.891914547338288,56.409399105397831,33.723959798325900,57.383223133893658,-18.265995786627819
14,-0.936651962076594,0.350261476525848,0.000000000000000,-0.094897539229734,-0.253770318098944,0.962598089910894,-0.337161028273151,-0.901619389606220,-0.270933418573454,0.000000000000000,-0.000000000000048,27.498064248079963,6.719906182306977,5.028504077631620,91.376520239670270,33.875362094601776,3.800779496140975,-27.427930049680640,-6.702766306294414,-34.740718575234837,86.450390115468608,-29.337736869443116,0.901737838279890,-3.518358330649476,93.693363219197551,-35.314365291814049,83.328594117034243,-38.421572961221919,23.686004876332216,-35.737026927008898,-26.585076051963640,28.128356951243767,86.960768121767074,49.688193602263539,30.289732352055843,41.193553414922562,-20.795033602619164
15,0.901004572499182,-0.433809589953435,0.000000000000000,0.140316051972402,0.291430635352568,0.946244994880753,0.410490153224710,0.852571067092023,-0.323450783989038,-0.000000000000061,0.000000000000000,-35.267438895690034,-4.098488619344532,-10.308248959064976,37.964972859986254,4.443853991396933,-60.427740013053857,35.027639002358654,4.070624439610188,50.524088259200312,34.755791634995973,35.673369296420695,-50.102272413654255,-33.413350838707807,107.487679333676809,9.592586267762238,103.967478686768885,47.918291100022508,78.624665265836001,76.350787826470253,53.342231269900232,-64.849370941587338,85.992927120154732,-71.743430896034909,31.618099074352003,-73.223630079646981,-23.123147338837246
16,-0.944694847431007,-0.327950675006633,0.000000000000000,0.080445834951695,-0.231732304788257,0.969447578034236,0.317930987599873,-0.915832131823412,-0.245298580190659,0.000000000000000,0.000000000000000,25.122981978853538,-1.221076433855924,32.658816880203332,78.330758760155504,35.047781064705028,4.468659221591187,-24.670918678006640,1.199105187977626,0.621014438272899,81.409827159401843,12.473803951571711,5.297650989408019,-3.436515656774254,96.379731759191912,-29.102089021897722,82.174911387297385,-51.392903889059575,49.823585331245873,-47.057048951674830,36.058099396696377,25.144188458525452,86.047357600733577,69.387550060098661,62.558131639162134,75.016868545021822,57.827892333340870
17,-0.934640037599788,0.355595275721525,0.000000000000000,-0.091231480341906,-0.239791133456507,0.966528338596581,-0.343692911055919,-0.903356082727169,-0.256559877396548,0.000000000000047,0.000000000000000,24.688473211087569,6.234784375156019,2.097300140327093,42.375286264735806,-32.407513694490490,-25.402803787327450,-25.130627683267541,-6.346445360095576,-85.760103908821776,39.895373839283344,-16.025247422182758,-15.397279139689406,-17.663933909845245,99.234604832701777,-42.174811184106517,87.906148253361991,-58.437129382359458,33.110300469001388,-51.671684988833583,69.962313957540246,10.839644310220901,91.024686221749946,19.568896084698025,40.212769073656091,-26.126791828355930,58.460791094597454
18,-0.948178361952335,-0.317738562225907,0.000000000000000,0.031036755932947,-0.092618221076650,0.995217858011880,0.316219091306242,-0.943644038395416,-0.097680167353688,0.000000000000046,0.000000000000023,26.706909881269308,1.027994129050406,17.053182016286396,-88.908129997061195,7.760449672648447,-181.898787618296211,-26.491738950012319,-1.019709203655826,-24.841768653685371,-90.512788515679091,-27.683414378146960,-182.982789128605475,-2.326870750198722,99.335718380931382,-28.923260703130978,84.230281819583084,-52.148223811421197,32.096004166621327,-69.715369717302863,-16.437362638582563,23.792939672711359,84.424797912165161,38.654515078040504,31.036498476594481,52.420394112391151,-19.995910814522066
19,-0.955072212542882,-0.296373191818094,0.000000000000000,0.057909768512223,-0.186616105193352,0.980724674918157,0.290660502200257,-0.936662885169482,-0.195394759414564,-0.000000000000045,0.000000000000000,25.457875395407950,1.444745773013959,31.720676593761947,-49.202435886303931,8.183907877801115,-35.140239162149427,-25.167719699274450,-1.428279683518512,-2.277970135246964,-46.003461652445843,-21.929492939548886,-31.186610138571432,-2.938462406803283,96.088222385443032,-26.875438636985479,81.472126919264198,-52.922125473792235,33.700615446419100,-67.192819968575677,-12.354929475032774,21.479045278994132,79.925985596987971,38.670473904906693,27.610866319441172,50.330186084133615,-22.206970493714071
